stem,top_label,neutral_prob,max_emotion_label,max_emotion_prob,top_is_neutral,margin_ok,passes
It is not right to say,Anger,0.0,Anger,0.783418,0,0,0
It is not without a sense,Neutral,0.67465,Trust,0.144808,1,1,1
It started with Mercury. The first,Neutral,0.906588,Trust,0.059126,1,1,1
It took me a few weeks,Neutral,0.720608,Anticipation,0.255226,1,0,0
It was 6 months ago that,Neutral,0.891877,Anticipation,0.07857,1,1,1
It was Christmas Eve. Mr Jones,Joy,0.0,Joy,0.338049,0,0,0
It was a calm sort of,Neutral,0.326988,Trust,0.317739,1,0,0
It was a cold February night,Neutral,0.642937,Anticipation,0.061955,1,1,1
It was a dark and stormy,Fear,0.0,Fear,0.394778,0,0,0
It was a full fledged panic.,Fear,0.0,Fear,0.783909,0,0,0
It was a heated three way,Neutral,0.943249,Trust,0.043984,1,1,1
It was a war for survival.,Neutral,0.651191,Trust,0.086776,1,1,1
It was a warm and unusually,Neutral,0.561269,Trust,0.298915,1,0,0
It was a weird one. Grissom,Disgust,0.0,Disgust,0.461923,0,0,0
"It was an older ship, smaller,",Neutral,0.904462,Trust,0.058324,1,1,1
It was another uneventful day at,Sadness,0.0,Sadness,0.296964,0,0,0
"It was cold, and damp, and",Neutral,0.919313,Anger,0.029491,1,1,1
It was just another day for,Neutral,0.938802,Anticipation,0.017608,1,1,1
"It was just another day, just",Neutral,0.947657,Trust,0.013178,1,1,1
It was my standard Thursday evening,Neutral,0.686602,Trust,0.162129,1,1,1
It was night-time in Noxdie City.,Neutral,0.844815,Trust,0.056538,1,1,1
It was silent. The kitchen was,Neutral,0.948639,Trust,0.021906,1,1,1
It was something he had never,Neutral,0.943177,Anger,0.033684,1,1,1
"It was standard issue protocol, I",Neutral,0.897203,Trust,0.123176,1,1,1
It was supposed to advance the,Neutral,0.950298,Trust,0.03309,1,1,1
It was test day again. She,Neutral,0.861878,Joy,0.055773,1,1,1
It was time. We all took,Neutral,0.815638,Trust,0.07905,1,1,1
It was to be to twenty-five.,Neutral,0.961658,Anticipation,0.014758,1,1,1
It would be nice. I tend,Neutral,0.268192,Anticipation,0.221508,1,0,0
It would have looked pretty normal,Neutral,0.477529,Trust,0.419215,1,0,0
"It's 1960. Also, I watch too",Neutral,0.846981,Anticipation,0.187717,1,1,1
"It's Saturday, October 24th, 2015. The",Neutral,0.561939,Joy,0.222997,1,0,0
"It's a blue little bed, with",Neutral,0.943686,Trust,0.045677,1,1,1
"It's a dirty job, but someone",Anger,0.0,Anger,0.300315,0,0,0
It's almost too easy. Each world,Neutral,0.521724,Trust,0.468687,1,0,0
It's been just over 400 years,Neutral,0.736655,Anticipation,0.098617,1,1,1
It's not so much that you,Neutral,0.824068,Anger,0.179064,1,1,1
It's so strange to think of,Surprise,0.0,Surprise,0.830539,0,0,0
It's the job of our agency,Neutral,0.556701,Trust,0.498523,1,0,0
Its probes were stretched out like,Neutral,0.969089,Trust,0.015382,1,1,1
Jack placed his beer bottle on,Neutral,0.969582,Trust,0.012014,1,1,1
James Swanson was hurrying home to,Neutral,0.971662,Trust,0.013406,1,1,1
James paddled his raft out to,Neutral,0.971411,Trust,0.013297,1,1,1
"Jeff had a long, loud day.",Neutral,0.82018,Sadness,0.040609,1,1,1
Jerry Ehman hated his job. He,Neutral,0.761203,Anger,0.121555,1,1,1
Jerry H. Vah pulled into the,Neutral,0.96763,Trust,0.012937,1,1,1
Jesus likes to talk. Mostly about,Neutral,0.958151,Trust,0.034542,1,1,1
"Jesus ran from the house, pausing",Neutral,0.959296,Trust,0.01417,1,1,1
Jesus turned to his father with,Neutral,0.964683,Trust,0.014597,1,1,1
Jim awoke with a yawn. He,Neutral,0.94523,Trust,0.01744,1,1,1
Jim had been enjoying the best,Joy,0.0,Joy,0.875562,0,0,0
John was looking at his newest,Neutral,0.962268,Trust,0.009892,1,1,1
Jonathan stepped out of the time,Neutral,0.97008,Trust,0.01224,1,1,1
Jones' hair was grey at the,Neutral,0.939229,Trust,0.028604,1,1,1
Journal entry. Today I will go,Neutral,0.953729,Trust,0.022323,1,1,1
Kara holds tighter to the Sky,Neutral,0.95703,Trust,0.023701,1,1,1
Karen opened her eyes in that,Neutral,0.968024,Trust,0.01552,1,1,1
Katie walked in on Ken as,Neutral,0.970249,Trust,0.016178,1,1,1
Kim challenged the Yellow Dragon to,Neutral,0.964737,Trust,0.010488,1,1,1
Kosovo starred up at the massive,Neutral,0.952952,Trust,0.029881,1,1,1
Krondor's towering skyscrapers glittered in the,Neutral,0.797613,Trust,0.04778,1,1,1
"Ladies and gentlemen, Your search is",Neutral,0.932541,Trust,0.01633,1,1,1
Leaves swirled around the empty park,Neutral,0.966084,Trust,0.011629,1,1,1
"Left is the sinister, the underhand,",Neutral,0.965854,Trust,0.014554,1,1,1
"Level 49 Paladin, schizophrenic calling's, walking",Neutral,0.966692,Trust,0.016312,1,1,1
Life feeds life. All living things,Neutral,0.859069,Trust,0.132328,1,1,1
Life on the reservation was miserable.,Sadness,0.0,Sadness,0.666413,0,0,0
"Life was good, people were trouble.",Joy,0.0,Joy,0.393326,0,0,0
Like aged blinds from an office,Neutral,0.949891,Anger,0.018756,1,1,1
Little Sam woke up in a,Neutral,0.964972,Trust,0.014793,1,1,1
"Look. I know you've tried, that",Trust,0.0,Trust,0.462452,0,0,0
Looking ahead as she walked from,Neutral,0.963671,Trust,0.009944,1,1,1
"Looking back, I wish I was",Anticipation,0.0,Anticipation,0.765624,0,0,0
Lounging on the warm sand and,Neutral,0.804737,Joy,0.123725,1,1,1
Lucifer stood in a grand hall,Neutral,0.927727,Trust,0.02167,1,1,1
Luke grasped the pillar with his,Neutral,0.967842,Trust,0.015471,1,1,1
Lurking can teach you a lot,Neutral,0.472414,Trust,0.433639,1,0,0
MC Morlock smiled as he looked,Joy,0.0,Joy,0.517484,0,0,0
MICAH is a full AI humanoid,Neutral,0.966407,Trust,0.017836,1,1,1
Magazine covers really have a way,Neutral,0.650666,Trust,0.243286,1,0,0
Marc Rebus was now the eldest,Neutral,0.960073,Trust,0.024557,1,1,1
Marcus kneaded the bal in his,Neutral,0.970836,Trust,0.014399,1,1,1
Mark Overly had to apply more,Neutral,0.961738,Trust,0.024618,1,1,1
Mark's leg shook violently in his,Neutral,0.883418,Sadness,0.069445,1,1,1
"Markus Gerulf, newly made Baron of",Neutral,0.934231,Trust,0.014813,1,1,1
Marshall sat on the edge of,Neutral,0.969939,Trust,0.015778,1,1,1
Mary glared in shock at the,Surprise,0.0,Surprise,0.660342,0,0,0
Mashing up an old and new,Neutral,0.950423,Trust,0.016246,1,1,1
Mathala and his rugged band of,Neutral,0.954126,Trust,0.023492,1,1,1
Mathis sat heavily on the large,Neutral,0.954879,Trust,0.028724,1,1,1
"Memories, emotions, beliefs, traits of personality",Neutral,0.95213,Trust,0.033112,1,1,1
Men have for ages endured a,Neutral,0.866077,Trust,0.071817,1,1,1
Metal. Metal is how my world,Neutral,0.78944,Trust,0.14766,1,1,1
Michael sat down on the toilet,Neutral,0.963748,Anger,0.013621,1,1,1
"Michael sipped his coffee, scanning through",Neutral,0.957207,Trust,0.017583,1,1,1
Mist sneaked it's way across the,Neutral,0.961969,Trust,0.016185,1,1,1
"Mordecai sat in his workshop, idly",Neutral,0.844093,Trust,0.047473,1,1,1
Most people think I am in,Neutral,0.949054,Trust,0.02969,1,1,1
Mother fuckers Started as blobs Evolved,Anger,0.0,Anger,0.685428,0,0,0
Mr. Kenley stood before the court,Neutral,0.963017,Trust,0.01144,1,1,1
Mr. Robert E. Haynes was anything,Neutral,0.966821,Trust,0.015494,1,1,1
"Mr. Trump, it's time, he will",Neutral,0.734371,Trust,0.258845,1,0,0
Mrs. Jones looked up from her,Neutral,0.95876,Trust,0.01814,1,1,1
"My brother lay in the bed,",Neutral,0.965764,Trust,0.014308,1,1,1
My cellphone rang. I wiped my,Neutral,0.885256,Anticipation,0.04534,1,1,1
My eye's did n't come off,Neutral,0.894419,Anger,0.095933,1,1,1
My eyes hurt and it feels,Sadness,0.0,Sadness,0.884913,0,0,0
My eyes snap open just before,Neutral,0.955129,Anticipation,0.01771,1,1,1
My father holds me tighter as,Neutral,0.543082,Sadness,0.128226,1,1,1
My father was a soldier. It,Neutral,0.8468,Trust,0.072907,1,1,1
My friend Forg trembled as he,Neutral,0.896894,Fear,0.049094,1,1,1
My human calls me Vanilla. I,Neutral,0.925187,Trust,0.037016,1,1,1
"My legion marched as one, shields",Neutral,0.929331,Trust,0.060771,1,1,1
My life changed the day the,Neutral,0.575365,Anticipation,0.43821,1,0,0
My parents name were Fran and,Neutral,0.936738,Trust,0.035373,1,1,1
My sister used to tell me,Neutral,0.95045,Trust,0.014813,1,1,1
My team and I had found,Neutral,0.904494,Trust,0.030034,1,1,1
My wife stared up in awe.,Joy,0.0,Joy,0.403874,0,0,0
My wife was always so submissive,Neutral,0.624431,Sadness,0.223275,1,0,0
NASA astronaut Kathy Harrison was the,Neutral,0.967047,Trust,0.01823,1,1,1
Nate could feel the sweat dripping,Neutral,0.961196,Trust,0.017842,1,1,1
Nathan and his friends were gathered,Neutral,0.970496,Trust,0.012814,1,1,1
Nathan stood over Kenny. He was,Neutral,0.969896,Trust,0.013513,1,1,1
National Parks are a beautiful part,Trust,0.0,Trust,0.947033,0,0,0
Natsuki jetted about the surface with,Neutral,0.967447,Trust,0.015285,1,1,1
New History. Refer to first one,Neutral,0.947353,Trust,0.025055,1,1,1
No one knew where it came,Surprise,0.0,Surprise,0.728054,0,0,0
No one was surprised. It might,Neutral,0.797168,Surprise,0.092374,1,1,1
Nobody cracked a smile or spoke,Neutral,0.717297,Sadness,0.097903,1,1,1
"Nobody understand candle. Candle is light,",Neutral,0.949869,Anger,0.014042,1,1,1
Normally people on Black Friday look,Neutral,0.804791,Trust,0.031341,1,1,1
Normally the brain is the last,Neutral,0.922852,Trust,0.054577,1,1,1
Norvaan was a strange world. It,Neutral,0.843431,Surprise,0.068371,1,1,1
Not sure if it's proper to,Surprise,0.0,Surprise,0.910427,0,0,0
"Now deep down in hell, where",Neutral,0.51486,Anger,0.11487,1,1,1
"Now that he was a man,",Neutral,0.945399,Trust,0.02123,1,1,1
"Now, the thing about being born",Neutral,0.882908,Anticipation,0.076864,1,1,1
"Oars creaking in their rowlocks, ancient",Neutral,0.934111,Trust,0.025892,1,1,1
"Oh boy, a Half Life 2",Neutral,0.855878,Joy,0.058598,1,1,1
Old man Bayou woke up before,Neutral,0.944536,Trust,0.034878,1,1,1
Oliver told himself that he did,Neutral,0.96639,Trust,0.01503,1,1,1
On a patch of dirt it,Neutral,0.967658,Anger,0.012257,1,1,1
"On our first date, we went",Joy,0.0,Joy,0.389424,0,0,0
Once there was a horse named,Neutral,0.893907,Anticipation,0.06616,1,1,1
"Once upon a time, in a",Neutral,0.696991,Anticipation,0.145436,1,1,1
One billion dollars to kill one,Neutral,0.86976,Anger,0.07142,1,1,1
One day a Unicorn had fallen,Neutral,0.883767,Anticipation,0.035111,1,1,1
"One thud, that's all. One thud",Neutral,0.923372,Trust,0.024524,1,1,1
Oskar sat in the sleazy motel,Neutral,0.939422,Anger,0.023718,1,1,1
Our carrier was a few feet,Neutral,0.966034,Trust,0.01449,1,1,1
Our'settlement' was purely a trial. There,Neutral,0.95884,Trust,0.023075,1,1,1
Outlaws. It all started with Dr.,Neutral,0.75423,Anger,0.091357,1,1,1
P o w e r. A,Neutral,0.968836,Trust,0.009142,1,1,1
Pa never had much faith in,Neutral,0.48526,Sadness,0.362816,1,0,0
Paul stood firm while everyone else,Neutral,0.948338,Trust,0.028579,1,1,1
People usually hire me to kill,Neutral,0.874468,Anger,0.021797,1,1,1
Personal Demons The victim was wide,Neutral,0.970449,Trust,0.015797,1,1,1
Peter Parker cradled the lifeless body,Neutral,0.946111,Sadness,0.038641,1,1,1
"Planets are Alpha and Omega, the",Neutral,0.96204,Trust,0.020641,1,1,1
"Poets, the philosophically inclined and peddlers",Neutral,0.966874,Trust,0.015687,1,1,1
"President Pitzer, Mr. Vice President, Governor,",Neutral,0.964965,Trust,0.014098,1,1,1
Project ice that's what we dubbed,Neutral,0.93025,Trust,0.042812,1,1,1
Queen Malvina says nothing as she,Neutral,0.93835,Anger,0.03697,1,1,1
Raphael was working much more these,Neutral,0.959475,Trust,0.030484,1,1,1
Really happy warnings were spun around,Joy,0.0,Joy,0.883103,0,0,0
Ripley's personal trainer once told him,Neutral,0.966687,Trust,0.014828,1,1,1
Risk Legacy was a special kind,Neutral,0.942372,Trust,0.037,1,1,1
Roger the Elf sat in the,Neutral,0.966437,Trust,0.015989,1,1,1
Rowan collapsed on the steps of,Neutral,0.947607,Sadness,0.032416,1,1,1
Ryder sighed as he appeared in,Neutral,0.920892,Sadness,0.045519,1,1,1
Safirameal chuckeld to himself. Finally someone,Neutral,0.959051,Trust,0.010429,1,1,1
"Sailing into oblivion, it all ends",Sadness,0.0,Sadness,0.54866,0,0,0
Salutations. Tomorrow is too far. Today,Neutral,0.733849,Trust,0.101141,1,1,1
Samantha waited in the dark room,Neutral,0.964768,Trust,0.018369,1,1,1
"Samuel was tall, towering over everyone",Neutral,0.822396,Trust,0.158656,1,1,1
"Santa was tired, his feet dragging,",Neutral,0.871884,Sadness,0.131697,1,1,1
Sarah Wengrave stared into oblivion where,Neutral,0.910988,Anger,0.018831,1,1,1
Sarah watched as her arch-nemesis Dr.,Neutral,0.964778,Trust,0.012076,1,1,1
Seated in my old leather arm,Neutral,0.963102,Trust,0.014189,1,1,1
Sergeant Clark lifted his wrist to,Neutral,0.971169,Anger,0.009889,1,1,1
She always shined. Even in the,Neutral,0.579228,Trust,0.367333,1,0,0
"She approached the tree, axe in",Neutral,0.968255,Trust,0.016436,1,1,1
She arose to a sparkling light,Neutral,0.393689,Trust,0.330221,1,0,0
She had long since abandoned the,Neutral,0.829658,Sadness,0.195442,1,1,1
She had to escape. She had,Neutral,0.961421,Trust,0.016623,1,1,1
She loved him. She told him,Joy,0.0,Joy,0.914164,0,0,0
She sat across from him hunched,Neutral,0.967994,Trust,0.014256,1,1,1
"She sat down, crossing her legs",Neutral,0.966203,Trust,0.016726,1,1,1
She stood on the platform. Behind,Neutral,0.968907,Trust,0.015874,1,1,1
She threw her right leg over,Neutral,0.96744,Trust,0.011082,1,1,1
She was lost in the hustle,Neutral,0.740161,Sadness,0.366839,1,0,0
She's a broken bird. An angel,Sadness,0.0,Sadness,0.486207,0,0,0
"Shiloh flips the page, looking for",Neutral,0.969963,Trust,0.009928,1,1,1
Simon kicked at the dirt nervously,Neutral,0.569663,Fear,0.137229,1,1,1
"Since the dawn of human kind,",Neutral,0.919439,Anticipation,0.057039,1,1,1
Since the invention of the dimensional,Neutral,0.924773,Anticipation,0.04516,1,1,1
"Slowly, the seasons changed. Winter turned",Neutral,0.612803,Anticipation,0.442559,1,0,0
So here i am... again for,Neutral,0.813938,Joy,0.102928,1,1,1
So two days after writing the,Neutral,0.951236,Anticipation,0.016449,1,1,1
"So, I'm the computer guy in",Neutral,0.90389,Trust,0.079612,1,1,1
"Somewhere, among the stars, I could",Neutral,0.927207,Trust,0.028536,1,1,1
Sorry this is n't what you,Sadness,0.0,Sadness,0.803951,0,0,0
Sparks an unlikely reluctant villain that,Neutral,0.935377,Anticipation,0.015442,1,1,1
Staguard rode atop his steed whom,Neutral,0.969751,Trust,0.012314,1,1,1
Standing before the great tree took,Neutral,0.739829,Trust,0.258392,1,0,0
"Staring down at the hacksaw blade,",Neutral,0.899016,Fear,0.025934,1,1,1
"Stark was late, as the headmaster",Neutral,0.946773,Anticipation,0.015044,1,1,1
"Steam filled the room, my face",Neutral,0.79657,Trust,0.033338,1,1,1
"Steel bars rolled back, clanging as",Neutral,0.961553,Trust,0.013673,1,1,1
Steve just stared at the ceiling.,Neutral,0.94048,Anger,0.008121,1,1,1
Stimulus. Reaction. Repeat. It was all,Neutral,0.954329,Trust,0.029128,1,1,1
Straight Gary was very straight. He,Neutral,0.914829,Trust,0.080713,1,1,1
Susie stood in her kitchen and,Neutral,0.971141,Trust,0.010803,1,1,1
TIFU By... Just read the story...,Neutral,0.940965,Trust,0.046642,1,1,1
Taliber opened the door to the,Neutral,0.969532,Trust,0.014317,1,1,1
Tell me if I should write,Surprise,0.0,Surprise,0.609168,0,0,0
Temporary under secretary of measurement conversion.,Neutral,0.955527,Trust,0.019194,1,1,1
Tens and tens of wispy figures,Neutral,0.967036,Anger,0.01244,1,1,1
Tensions were high. That can happen,Neutral,0.779021,Trust,0.172065,1,1,1
Terra was always considered the land,Neutral,0.945005,Trust,0.043169,1,1,1
Thankfully the theater bathroom was empty,Joy,0.0,Joy,0.44954,0,0,0
That day - that damn day,Neutral,0.311125,Anger,0.255628,1,0,0
That's not fair. Said Jimmy. His,Anger,0.0,Anger,0.672411,0,0,0
The Door of Dimensions loomed before,Neutral,0.954252,Anticipation,0.010436,1,1,1
The Fireholder looks to his two,Neutral,0.967587,Trust,0.016144,1,1,1
The God of our Universe looked,Neutral,0.945124,Trust,0.022566,1,1,1
"The Great Daemon, the unholy spirit.",Trust,0.0,Trust,0.889638,0,0,0
The Impala's engine throbbed through the,Neutral,0.950218,Trust,0.021067,1,1,1
The Manhattan Project failed. The war,Sadness,0.0,Sadness,0.699104,0,0,0
The Orange Knight carried an orange,Neutral,0.97053,Trust,0.014027,1,1,1
"The Pop Idols, as they have",Neutral,0.938309,Trust,0.048462,1,1,1
The President wiped his brow. This,Neutral,0.962759,Anger,0.01344,1,1,1
The Quiet Zone had been here,Neutral,0.92817,Trust,0.054871,1,1,1
The Rise of the American Empire,Neutral,0.802615,Trust,0.066436,1,1,1
The Sea Weeps Around me the,Neutral,0.945478,Anticipation,0.015782,1,1,1
"The Skyfall Incident had, by all",Neutral,0.944049,Trust,0.028029,1,1,1
The Swedes were once thought of,Neutral,0.853217,Anticipation,0.11741,1,1,1
"The Universe, as best as we",Neutral,0.595949,Trust,0.116375,1,1,1
The Winslow theater emptied its audience,Neutral,0.945052,Anger,0.019269,1,1,1
"The Wraith lies bleeding. No, this",Neutral,0.489302,Anger,0.399581,1,0,0
The air in the room hangs,Neutral,0.962482,Trust,0.01544,1,1,1
The air instantly changed whenever she,Neutral,0.938091,Trust,0.040725,1,1,1
The air raid siren howled into,Neutral,0.903376,Fear,0.03228,1,1,1
The air's thick in my throat.,Neutral,0.883038,Trust,0.019742,1,1,1
The alarm clock made its intentionally,Neutral,0.921587,Anticipation,0.031066,1,1,1
The alchemist skulked into the great,Trust,0.0,Trust,0.864959,0,0,0
"The ash on the ground, crumbling",Neutral,0.935997,Anger,0.019539,1,1,1
The axe sunk deeply into night-blue,Neutral,0.9547,Trust,0.019412,1,1,1
The bar is poorly lit and,Sadness,0.0,Sadness,0.470495,0,0,0
The bar was intimate. Lampshades poured,Neutral,0.935916,Trust,0.079614,1,1,1
The blind pilots fly And we,Neutral,0.963301,Trust,0.015887,1,1,1
The blood mage looked down at,Neutral,0.961877,Trust,0.010422,1,1,1
The board room was tense. Molly,Neutral,0.669743,Fear,0.065416,1,1,1
The bombshells blast the ground every,Neutral,0.941795,Anger,0.012501,1,1,1
The book fell to the floor,Neutral,0.679109,Sadness,0.336025,1,0,0
The brain considered the liver for,Neutral,0.967038,Trust,0.018303,1,1,1
The brassy ring of the bell,Neutral,0.889933,Trust,0.036754,1,1,1
The burning tails of smoke pierced,Neutral,0.962553,Anger,0.011012,1,1,1
The burning tar stuck to my,Neutral,0.932138,Anger,0.037683,1,1,1
"The camera sat on the table,",Neutral,0.968257,Trust,0.013316,1,1,1
"The cavern pool water rippled, until",Neutral,0.958728,Trust,0.017909,1,1,1
The chest was empty. Raging fucking,Anger,0.0,Anger,0.694683,0,0,0
The cityscape was awash in a,Neutral,0.617966,Trust,0.102163,1,1,1
The clank of the gates still,Neutral,0.904107,Trust,0.043208,1,1,1
The clock ticked a-rhythmically and uncomfortably,Neutral,0.712622,Sadness,0.143706,1,1,1
The cloud of dust settled slowly,Neutral,0.948647,Trust,0.026671,1,1,1
The coarse texture of the paper,Neutral,0.965287,Trust,0.01877,1,1,1
The colors on me are still,Neutral,0.946457,Trust,0.03614,1,1,1
The committee of aliens stood before,Neutral,0.962321,Anger,0.012913,1,1,1
The courier arrived at the front,Neutral,0.965598,Trust,0.017478,1,1,1
The courthouse had swollen with damp,Neutral,0.783967,Anger,0.077627,1,1,1
"The courtroom sat still, silently waiting",Neutral,0.958371,Trust,0.01586,1,1,1
The crowd gathered on the patio,Neutral,0.954502,Trust,0.019502,1,1,1
The dark wizard Zanzubus stood over,Neutral,0.968028,Trust,0.010014,1,1,1
The day has finally come. My,Joy,0.0,Joy,0.411611,0,0,0
"The day my life started, I",Neutral,0.548414,Anticipation,0.395888,1,0,0
The deal was made. He knew,Neutral,0.929381,Trust,0.047644,1,1,1
"The director straightened his tie, and",Neutral,0.936522,Trust,0.024956,1,1,1
The doctor stumbled his way in,Neutral,0.956209,Trust,0.01738,1,1,1
The door opened and Caretaker 13J,Neutral,0.965557,Trust,0.008874,1,1,1
"The drink had got to me,",Neutral,0.918705,Trust,0.017702,1,1,1
"The elder snorted, her filthy braids",Neutral,0.502396,Disgust,0.405398,1,0,0
"The elevator was silent. Five bodies,",Neutral,0.958779,Trust,0.015419,1,1,1
"The envelope was heavy. Very heavy,",Neutral,0.876493,Trust,0.023008,1,1,1
The family patriarch ascended the grounds,Neutral,0.934317,Trust,0.029441,1,1,1
"The film was one by MGM,",Neutral,0.958808,Trust,0.025105,1,1,1
The fire rose to terrible heights,Fear,0.0,Fear,0.550196,0,0,0
The first couple weeks after assignment,Neutral,0.944657,Anticipation,0.019328,1,1,1
The first door thunked shut behind,Neutral,0.92258,Sadness,0.015753,1,1,1
"The first rule of heaven, hell,",Neutral,0.904222,Anger,0.038447,1,1,1
The first thing that struck Larry,Neutral,0.932877,Anticipation,0.028192,1,1,1
The forked trail shined with dew,Neutral,0.88429,Anger,0.03739,1,1,1
The four of us knelt as,Neutral,0.964176,Trust,0.016343,1,1,1
The great god Kuang Feng looked,Trust,0.0,Trust,0.688469,0,0,0
"The great wars, of the Dwarves",Trust,0.0,Trust,0.596991,0,0,0
The hellfires raged in the chief's,Neutral,0.880962,Anger,0.026129,1,1,1
"The house was quiet, but for",Neutral,0.663282,Trust,0.085328,1,1,1
The index and middle finger of,Neutral,0.969489,Trust,0.013688,1,1,1
The jungle can kill you. Charlie,Neutral,0.647186,Fear,0.079214,1,1,1
The list in front of me,Neutral,0.957841,Anger,0.013592,1,1,1
"The machines beeped in the background,",Neutral,0.935473,Trust,0.025227,1,1,1
"The man crawled over the border,",Neutral,0.963374,Trust,0.02079,1,1,1
The man dragged the racist down,Neutral,0.957717,Anger,0.020392,1,1,1
The man was deeply troubled. And,Sadness,0.0,Sadness,0.787297,0,0,0
The man who ran faster than,Neutral,0.846011,Trust,0.121248,1,1,1
"The meal was palpable, but nothing",Neutral,0.868263,Trust,0.086255,1,1,1
"The more I read them, the",Neutral,0.855128,Trust,0.107303,1,1,1
The morning sun cut through the,Neutral,0.958269,Trust,0.020332,1,1,1
The mug of tea was steaming,Neutral,0.959306,Trust,0.016869,1,1,1
The numbers and variables on the,Neutral,0.970366,Trust,0.011404,1,1,1
The numbers appeared. They were green.,Neutral,0.936316,Anticipation,0.026926,1,1,1
The old man had always warned,Neutral,0.583396,Trust,0.051715,1,1,1
The old man limped along the,Neutral,0.96863,Trust,0.0151,1,1,1
The old man looked up at,Neutral,0.959276,Trust,0.014897,1,1,1
The old men and women sat,Neutral,0.966208,Trust,0.014319,1,1,1
The old woman sits in a,Neutral,0.969569,Trust,0.01232,1,1,1
The paperwork required should n't have,Neutral,0.760488,Anger,0.324358,1,0,0
"The pen scrabbled on the paper,",Neutral,0.970828,Anger,0.011296,1,1,1
The piano's keys hammered out a,Neutral,0.965623,Trust,0.015291,1,1,1
The pitter-patter of little feet across,Neutral,0.925692,Trust,0.025654,1,1,1
The possibilities were so endless as,Neutral,0.654779,Trust,0.104532,1,1,1
"The raccoon is staring at me,",Neutral,0.932374,Joy,0.011373,1,1,1
"The radio crackles to life, and",Neutral,0.889451,Joy,0.029565,1,1,1
The rage of dying left me,Neutral,0.244554,Sadness,0.185157,1,1,1
The recruiter waited inside the small,Neutral,0.965976,Trust,0.018356,1,1,1
"The reunion was not disappointing, it",Sadness,0.0,Sadness,0.676928,0,0,0
The rifle was heavy in his,Neutral,0.948745,Trust,0.033237,1,1,1
"The river flowed gently, ebbing to",Neutral,0.8495,Trust,0.153032,1,1,1
The river sparkled a clear azure,Neutral,0.838984,Trust,0.061421,1,1,1
The room falls silent. Every occupant,Neutral,0.957173,Trust,0.013317,1,1,1
"The room is dark, clouded with",Neutral,0.826386,Anticipation,0.021916,1,1,1
The shrill cries of the Calthae,Neutral,0.920563,Sadness,0.022192,1,1,1
The shrill sounds of feathered flappy,Neutral,0.832722,Fear,0.020274,1,1,1
The sign on the ground was,Neutral,0.965679,Trust,0.01869,1,1,1
The silence was the first thing,Neutral,0.94446,Trust,0.024071,1,1,1
The sky grew ever darker as,Neutral,0.370913,Fear,0.229721,1,0,0
The sky trickled as my heart,Neutral,0.966109,Trust,0.015104,1,1,1
The smell of pine needles. Grass,Neutral,0.816394,Disgust,0.041229,1,1,1
The smell of pizza emanating from,Neutral,0.77277,Disgust,0.050534,1,1,1
"The smell of roses, stepped on",Neutral,0.675094,Trust,0.050851,1,1,1
The smell was what he could,Neutral,0.930315,Trust,0.061668,1,1,1
The soft weight of my daughter,Sadness,0.0,Sadness,0.548059,0,0,0
The song of steel rings through,Neutral,0.948249,Trust,0.036905,1,1,1
The sound of feet running down,Neutral,0.927876,Anger,0.013148,1,1,1
The sound shattered a universe. Steel,Neutral,0.45426,Sadness,0.216064,1,0,0
The stark chords of Tosca begin,Neutral,0.959611,Trust,0.020218,1,1,1
The stink of the hitchhiker hit,Neutral,0.756955,Disgust,0.176931,1,1,1
"The storm came on slowly, looming",Neutral,0.921442,Trust,0.039953,1,1,1
The storm that had badgered and,Neutral,0.60401,Anger,0.210258,1,0,0
The surprise on his face was,Surprise,0.0,Surprise,0.861693,0,0,0
The symbol was an upside-down seven.,Neutral,0.962775,Trust,0.020531,1,1,1
The tall man in dark clothes,Neutral,0.908439,Trust,0.040838,1,1,1
The tension in the room was,Neutral,0.554411,Fear,0.078823,1,1,1
The train was empty. Strangely so.,Neutral,0.432055,Sadness,0.203208,1,0,0
The two armies were quiet and,Neutral,0.936346,Trust,0.034902,1,1,1
The two mice threw long shadows,Neutral,0.959142,Trust,0.018977,1,1,1
The two opponents leered at each,Neutral,0.926758,Joy,0.010921,1,1,1
The vast hull of the X'tac,Neutral,0.966339,Trust,0.015715,1,1,1
The village was always peaceful at,Joy,0.0,Joy,0.407433,0,0,0
The walls of Xebar-70 shook like,Neutral,0.913043,Anger,0.020527,1,1,1
"The war was over, with no",Neutral,0.514102,Trust,0.160599,1,1,1
The wind blows briefly kissing my,Neutral,0.919786,Joy,0.014644,1,1,1
The wind was soft through the,Neutral,0.931412,Trust,0.047031,1,1,1
The winding road extends before me,Neutral,0.947355,Trust,0.025846,1,1,1
The woman who walked into Holmes's,Neutral,0.963381,Trust,0.015316,1,1,1
The woman woke up feeling the,Neutral,0.963572,Trust,0.01814,1,1,1
"The world ends, not with a",Neutral,0.594131,Anger,0.226737,1,0,0
"The world had ended, and we",Sadness,0.0,Sadness,0.851758,0,0,0
The young woman stood by the,Neutral,0.969439,Trust,0.01316,1,1,1
"Their eyes lit up, orange with",Neutral,0.67889,Trust,0.078127,1,1,1
Their hands are a tight tangle,Neutral,0.945453,Trust,0.013984,1,1,1
"There are some things, no matter",Neutral,0.62566,Trust,0.28545,1,0,0
There is a old man and,Neutral,0.967229,Trust,0.012649,1,1,1
