Target,Detected,Story
Anger,Neutral,"Personal Demons The victim was wide awake, alert and ready for battle. He'd been asleep for the past hour, half his life spent training to be an assassin, but he did n't need this to be over. 
 
 `` You!'' He shouted at the man in black, who shrugged off a bullet with"
Anger,Neutral,"Captain Rick slammed on the brakes as he drove home from work, cursing under his breath and wishing it were n't that damn cold. It had been a long day at sea; the grueling swim through frigid waters with little food or water was never fun and Captain Rick knew how badly he wanted to get back home."
Anger,Neutral,"I am not alone. I am not even the only one with a problem, and I can see the desperation of my colleagues in this room. They all know that there will be some sort of solution to this problem by Friday, but they are holding back because they do n't want to anger their boss, Mr. Rodgers."
Anger,Anticipation,"Five shots. Five shots rang out in the silence of this room. My heart was beating so hard, I could n't believe that it actually stopped. Then another shot and it just kept going. 
 `` Oh no.'' I thought to myself. The pain had only started when my last hit went off. I knew now how"
Anger,Neutral,"This was the first time she'd been elected president. The media had made it sound like an overwhelming landslide, but they knew that nothing could top the humiliation of her husband and father losing to her. 
 
 What were people going to think of me? I've spent my entire life protecting the weak and struggling against the"
Anger,Anger,"As Matthew opened his eyes, the pain in them grew worse. He tried to fight it off, but he was powerless against this monstrosity that had been unleashed upon him and everyone else on the island. 
 
 `` Get your fucking paws off of me!'' he yelled at the top of his lungs as blood g"
Anger,Neutral,"I saw the car as it came speeding down the sidewalk. It was late at night, and only a couple of kids had turned off their cell phones in hopes of avoiding the headlights. They were young and probably unaware that this would be their last chance to see me before my death. The lights went dimmer than they should have"
Anger,Neutral,"General Bolden made his way to the gate of Castle Volterra and climbed up a set of stairs into the castle. He took in large steps, almost reaching the top before he noticed that no one was there. 
 `` Open it!'' he bellowed at the gatekeeper, who stood frozen as if paralyzed by fear"
Anticipation,Neutral,"The brassy ring of the bell tinkled in my pocket, sending shivers down my spine. I was late to work again today. 
 `` Evening,'' said a cheerful automated voice, as it slid its hand gently over my shoulder and into my pocket. I turned slowly around, smirking slightly. It had been nearly two"
Anticipation,Neutral,"The recruiter waited inside the small tent that served as a recruitment center. He was nervous but knew he had to do this job justice. 
 `` Welcome, Candidate,'' said the man with a warm yet confident tone. `` I am Mark.'' He held out his hand and took the candidate's by the arm. `` You know"
Anticipation,Neutral,"Three men of different species sat on a rock overlooking the ocean. 
 
 The man on the right had been walking around aimlessly for an hour and a half when he came upon this scene. He looked at his companions in disbelief. It was simply a group sitting there, staring off into nothingness. Not a sound"
Anticipation,Sadness,"As a rule, they are always the same. 
 
 First it's the usual one - `` I'm sorry to bother you but we just wanted to inform you that your father has passed away.'' That's all most people get at first before any explanation or anything else. Usually they go on for at least ten minutes and"
Anticipation,Surprise,"Charon had spent almost exactly half his life in the sea, ever since he could remember. He'd been a fisherman for as long as anyone could remember, and was n't sure how it ended up this way. There were stories of him sailing down to the coast from time immemorial, but there had never really been any"
Anticipation,Neutral,"Unforgiving Phineas, in all his booming wisdom, said: 
 `` If you do n't have a plan B then I'm gon na have to step up and take the fall.'' 
 
 So I did what any other father would've done. I went into full pelt mode. 
 
 And so here"
Anticipation,Neutral,"Jesus turned to his father with a look of intense curiosity. His Father's face was expressionless and stern, but that did n't stop him from smiling at the boy. The two walked together into the house, down the stairs, through the kitchen and out into the living room. 
 
 He set down the cup"
Anticipation,Neutral,"He stood in front of the machine, and slowly tilted it. `` OK,'' he said to himself, as the blue lights became visible behind a dome that was almost entirely transparent. The machine hummed for several seconds before it stopped working altogether. 
 
 `` Wow.'' A few people stared at the mysterious robot with awe"
Anticipation,Surprise,"The man crawled over the border, climbing a ladder. He took a look around and saw that everything was in perfect order; no one had been killed yet and nobody else was missing either. 
 
 `` I wonder if there's anyone up here who could help me,'' he said to himself as he climbed back up onto his"
Anticipation,Neutral,"I play the haunting melody of a woman's voice, drifting through the air. The room is silent save for me as my fingertips trace patterns in her dress, lifting her veil to reveal her hair, tantalizingly exposed beneath the veil. 
 
 She smiles softly at first, and then a look of pure, un"
Anticipation,Neutral,"Gwen was brushing her teeth the morning of Friday, June 17th. Her mother had left early that day to go pick up some groceries for a family member. 
 
 `` What time is it?'' she asked herself as she walked into the kitchen. 
 
 After a moment of hesitation she turned on the"
Anticipation,Neutral,"Friday. Night. The tube. It is just another part of the job, like a few other jobs we have. You take people to places they do n't want to be, give them what they need and leave them alone. There are rules, but those rules can be broken without consequence. Sometimes I wonder if there is ever any point"
Anticipation,Neutral,"Personal Demons The victim was wide awake, despite the fact that he had n't heard a peep. His hands were tied behind his back and his wrists shackled, with what felt like electric shock wires jutting out from between his wrists. He could feel something very strange pulsating in his head, but it did n"
Anticipation,Surprise,"Captain Rick slammed on the brakes as he pulled out of the intersection. 
 
 `` Geeze! I'm not sure what's going on, but we just got overtaken by a... thing.'' He said to no one in particular. He did n't need to say it twice; people would start noticing soon"
Anticipation,Trust,"I am not alone. I am surrounded by others, and we are all looking at the same thing. The stars twinkle in unison and I can feel their energy pulsating through my body, like a small lighthouse that reflects light from our souls to guide us on our journey towards finding something beautiful beyond this vast darkness."
Anticipation,Neutral,"Five shots. Five shots rang out from the sky like a siren, ringing through the air and crashing against the ground like a thunderclap. I turned to see that it was n't so much of a siren as an intense light show, illuminating every living thing in its path. 
 
 It happened almost too"
Anticipation,Neutral,"This was the first time she had ever been on the station. It was the evening of a Monday, just like every other night since the Incident. She took her usual route to work as usual. As always, nothing out of the ordinary happened at 7 pm. Just another normal day. 
 At exactly that moment a large"
Anticipation,Fear,"As Matthew opened his eyes, the first thing he noticed was the bright white light blinding him. In a panic he jumped to his feet and stumbled towards his bedroom door before remembering that everything had happened so fast and without any warning. He could still see the lights of the hospital but it all felt so far away and unfamiliar. As he"
Anticipation,Trust,"I saw the car as it came into my field of vision, its sleek lines and chrome glinting off the bright sun. It was so gorgeous that I almost forgot how to breathe in this hot July day. The radio hummed, playing some angsty song by Blink 182, but something about hearing them over the wind ch"
Anticipation,Neutral,"General Bolden made his way to the front of the line, his heavy battle gear and overcoat making him appear even heavier than usual. The men in his charge were well trained and accustomed to such an ordeal, yet they seemed nervous as he walked into their midst. 
 
 He saluted them one by one and cleared"
