Target,Detected,Generated_Text
Anger,Trust,"I always liked this guy. He was always so cocky and confident, it's almost like he had a god complex. And his pants were always immaculate too. As the years went by though, he seemed to get more and more...'' s about himself, I guess. It really started when I first met him. 
 
 `` So what do you make of all this"
Anger,Neutral,"I ca n't help but feel the need to vomit at this point. 
 
 My hand twitches in the air as a thought of what I could have done today floods my mind, all because she asked me not to drive while high on PCP and then dragged me into her van with a loaded gun pointed directly at my head. All just so that she can try taking her career"
Anger,Neutral,"I am a creature of habit. 
 
 That's all you need to know about me, my father told me once after a particularly brutal beating. You see, the day he was born, his parents had given him up for adoption at an animal shelter; it did n't take long before he began following the rules as any other adopted child would do. He got good grades and went"
Anger,Sadness,"You never knew when the day would come, but it was always here. I have seen so much death and pain that I know it is all just a part of this world we are living in now. 
 
 The constant ringing woke me up before anyone else did. It was my mother calling me from outside. She had been out for about an hour or two already and she would be"
Anger,Neutral,"The lights in the room flashed on as the familiar melody played from somewhere far away. I had always been able to tune out most of the noise and music around me, but it was n't so easy when it came to my partner. But then again I never really thought much about her either... She sat back down at the desk and looked up at me with a blank expression, her eyes seeming"
Anger,Neutral,"`` It's time for lunch. You boys have a deal, I get first dibs on the food.'' 
 
 The group had already begun to shuffle off to their separate locations. Jerry kept glancing at his watch; it was almost noon when they started out - and he still had fifteen minutes of potential work before they got there. 
 
 He sighed with frustration."
Anger,Neutral,"`` You've been messing with my head!'' I screamed, leveling the pitchfork at him. 
 
 `` Oh yeah? Well now you know,'' he responded calmly as his voice rose to a gargantuan volume. `` If it were me, you'd be dead before sunrise.'' He raised both arms in a gesture of victory. `` So what? It's not that big of"
Anger,Anger,"You're fucking kidding me. 
 
 What the fuck is wrong with you? I thought that it was an honor to be called a hero, to have my name attached to something so monumental and grandiose as saving humanity. And yet here you are, standing there like some goddamn puddle on the road. You even took off your fucking mask. If you really cared about these ass"
Anger,Anger,"`` What the fuck?'' I screamed. 
 
 The other man stepped closer, his hand grabbing my shoulders to keep me from falling. He leaned over me and put a finger on my lip. 
 
 `` Do n't you fucking shout.'' he said menacingly. He thrust his free hand into my face again. My vision blurred as I felt him shift his weight forward"
Anger,Trust,"I'm a man of action, not a philosopher. 
 
 My opponent's power was incredible; it surpassed the might of Herculean forces from beyond our solar system and even exceeded the might of Herculean powers from our own planet. The combination of Herculean technology and Herculean intelligence had created this weapon that could annihilate entire worlds in an instant with its sheer might"
Anger,Anger,"The old man was n't so bad, he never hurt anybody and did n't seem like a danger. I guess when you get older that's how it is but... He had an annoying habit of leaning over the trash can at night, and sometimes looking directly into your eyes if you were alone, which annoyed me to no end. 
 
 So the next day my step mom came"
Anger,Anger,"He looked at me, the bastard. The scum of humanity. Like a pet dog in a cage, he shook his head disdainfully and stalked away. I followed after him. 
 
 We walked for an eternity, past piles of refuse, past filthy slums, through endless alleys and empty buildings until we finally reached a vast open space. A park? No, it"
Anger,Sadness,"It was a quiet day in the park. The kids were still playing, and I watched them from across the street while my wife went to her mother's funeral. 
 
 I never thought much of it when she died; a terrible accident that left her broken, leaving us all behind, but I remember how peaceful it seemed, like nothing had ever happened. 
 
 Even so"
Anger,Neutral,"`` I am the darkness that feeds on your fear.'' 
 
 That's what Lucifer told me after we'd defeated all his demons and returned to our normal world. Now, it was time for him to make things right with humanity once again. But before he could do so however, there were still a few things I had to deal with first. The first was, obviously, my brother"
Anger,Neutral,"My heart was pounding. I sat down on the edge of my bed, and stared blankly into space for a second. Then it came to me. What if I was right? 
 It's simple really. If you're going to make a choice, do n't choose the one that pisses someone off the most. Do n't pick red when everyone hates green. That would be"
Anger,Neutral,"The last time I saw him he was standing in the middle of a road, pointing his gun towards me. 
 
 He was n't nervous though because this is nothing new to him. This guy had been around for at least 5 or 6 months and never once did he ever seem nervous or out of place. 
 
 `` No! Do n't shoot!'' I screamed"
Anger,Neutral,"`` How much for a beer?'' I asked the man behind the counter. The man with the bag of chips looked nervous and took my money, before quickly repaying it. 
 `` Do n't worry about it,'' he said, as if that would buy him more time. He did n't have to be told twice. I waited another ten minutes while he browsed through the various"
Anger,Neutral,"The man that sat across from me on the bench looked at me with his hands crossed over his chest and sighed. `` You're going to die tonight.'' 
 
 I rolled my eyes, but continued reading as if it was a routine. It had been ten years since he first brought up this issue, and ten years of debating it back and forth ended in him making a lame joke about"
Anger,Anticipation,"I wish they'd done this sooner, before the whole country went to shit. My parents were the biggest idiots ever, and they finally came around after we took care of most of their problems. 
 
 See, my dad was a really nice guy, until he started taking people hostage at gunpoint. 
 
 I remember him telling me one time how he had to shoot the"
Anger,Anger,"`` What is this?'' 
 I yell. 
 
 The man in the white suit looks down at me, and gives a stupid smile. It's so fucking corny that it makes my blood boil with righteous fury. He knows what I want. 
 
 `` Your wish,'' he says. And there goes my childhood fantasy of being able to fly like some kind of"
Anger,Neutral,"`` Get to the Courtyard, or we're going to have a problem!'' 
 
 I could see through the window of the grand castle as dozens black knights charged at me. Their heavy iron mail and helmets blocked most projectiles, but their blades slashed down on anything smaller than an oak branch. They screamed, blood spraying over their war cries while they lunged for me, roaring in"
Anger,Neutral,"`` It ’ s time to move on. I don ’ t know why, but something has gotten me in this spot. I feel like I could do anything, but I ca n't.'' 
 
 He sits in his worn out recliner, rocking back and forth with one arm resting across his chest as he mutters under his breath. 
 
 “ Why"
Anger,Sadness,"I am n't sure if I like the new look of the city. 
 
 They're hideous. All over the place, where once there was a vibrant and interesting urban environment filled with life and color. The old buildings are falling down to ruin all around me as I walk through them day in and day out. Not only that, but now it's become almost a part of my"
Anger,Sadness,"`` Do n't even listen to me.'' 
 `` What?'' the man in front of me shouts, eyes flashing with sudden intensity. I have n't had a good run with him. He's always been difficult. Always trying to talk over me when I was talking and interrupt my thoughts when I needed something else to focus on. It makes things very hard sometimes, but today he managed"
Anger,Neutral,"The man in the white labcoat looked me straight in the eye and asked, `` Are you a scientist?'' I shrugged. He smiled, showing his teeth for emphasis, as he said, `` Yes sir.'' 
 
 `` Can we start with an overview of the equipment here at Wolfram & Associates.'' 
 
 `` Sure thing. I'm going to run through the dos"
Anticipation,Anticipation,"We are all so young. 
 
 It's hard to believe it was only 20 years ago, but we've grown up now. I'm in my mid 30s, and we have not seen the most amazing things that our world has to offer. The internet changed everything. Television, cell phones, laptops, they made us obsolete. We had to learn how to live without these devices"
Anticipation,Sadness,"I wake up and stretch as my head bobs back and forth in the shower. That's never going to end well... 
 
 As I rub at my eyes, I can hear the gentle drip of water on skin that is n't there before I get out of bed. The ringing in my ears is getting louder by the second and it does n't help. My wife has left"
Anticipation,Joy,"Dear diary, 
 
 It's been a long time since I last wrote. Not because it feels like too much writing but I just feel like my brain has gotten mushy recently and I have n't had the time to meditate on what i would write about. The thing is I know how to write so there might still be something interesting in me. Hope you are doing well!"
Anticipation,Surprise,"I'm a bit confused at the moment. As soon as it gets cold, my heart rate increases and I feel like shit; like a zombie is tearing me apart. My palms sweat and body temperature drops noticeably; not just because of the lack of moisture but also because heat evaporates off of your body. Cold weather makes your skin cells more permeable which means they contract less. This helps ins"
Anticipation,Joy,"I've been a long time user of Reddit, and always liked the community. 
 
 
 The stories were interesting, but they could all be summed up as `` blah blah''. Every day was different and new. I loved that feeling when you found something special and unique because you never knew what it would become. 
 
 
 So I created this sub for myself,"
Anticipation,Trust,"As soon as I put on my boots and got in the van, we were off. 
 
 The mountains were beautiful, but they did n't give us much time to enjoy them before it was too late for the sun to shine through. We had traveled nearly an entire day by now, with very little food or water. Not that any of this stopped us from enjoying every moment."
Anticipation,Joy,"My life is a funny thing. 
 I grew up in the slums of New Delhi, India. A poor man's version of America, where if you did n't have enough to eat, or were n't rich enough, you had nothing but your luck and hard work to fall back on, and lived off whatever handouts that someone happened to be generous enough to give you at the"
Anticipation,Trust,"I'd be lying if I said I did n't enjoy it. The music and atmosphere was really nice, the art and writing were very good too ( although the latter may be a bit of an overrated opinion ). The only criticism I could give this is that the pacing could have been better. We got halfway through in about three hours, but still felt rushed and unnecessary; I would've liked"
Anticipation,Surprise,"It had been a long day at work. The usual routine was to go through the checklist, checking everything off one by one while everyone else dealt with their own daily grind. 
 
 When I finished my rounds at 7pm that night I could n't help but wonder what would happen when it came time for dinner. Would they all be out celebrating? Or would the men start calling me"
Anticipation,Neutral,"`` Is this real life or is it a game?'' 
 
 The man shook his head no. He was not interested in the answer. This was n't even about money, this was about what he would do with the money. That's why the government gave him a job. If you give someone like him an impossible task they will find a way to make it happen. I"
Anticipation,Neutral,"My hands are shaking as I take in my surroundings. 
 
 It's a normal Saturday morning, only I'm staring into an empty classroom with the sun shining brightly through the window and a cool breeze blowing across my face. The air is still and calm. I open my mouth to speak but no sound comes out of it. All I can do is stare at the whiteboard until the"
Anticipation,Neutral,"I had a dream. 
 
 `` Hello?'' it asked me as if from nowhere. I opened my eyes and the voice was warm, familiar... It did n't need to be said that I knew who this thing was; but it had been talking for hours now and my brain still could not process what was happening. I looked around and saw nothing special or unusual about the room"
Anticipation,Anger,"I always hated being alone. 
 
 There was the time we spent in the mountains, and the feeling of our bodies pressed together as one; there were those long days on the rafts; even more times spent staring at a lone tree. The worst was sitting at my desk wishing to be anywhere else, but there it was, a solitary wall with nothing on it except for me."
Anticipation,Neutral,"The lights flashed on and off. Bright white light, piercing into the darkness of my eyelids. I knew what was coming. 
 
 My phone beeps incessantly in my pocket. It's alarm tone. Three minutes to go. Fuck it. I got up from my chair, threw my bag on the table next to me, grabbed the cat food I always kept in there,"
Anticipation,Joy,"It's funny. I remember it fondly, and so does everyone else with a clear memory of when they were born. 
 
 We all start in the same place; in our parents' basements, waiting to see if we can be heroes or villains, good or evil. There are no rules, just pure instinct and determination. We learn things about ourselves from watching others who have"
Anticipation,Surprise,"I was walking down the street, mindlessly following the crowd. 
 When a group of people started talking to each other, I decided to join in as well. 
 We continued talking for some time and it got more interesting when one of them noticed me staring at a book. He turned around, surprised that someone was eavesdropping on him. The conversation became more animated, until finally he"
Anticipation,Joy,"The first few moments of my life were filled with anticipation. I knew this was going to be a lot of fun, and there was no way I would regret it. 
 
 Then came the inevitable...the awkward silence that followed from most of us as we all sat down at our assigned seats. All eyes focused on me, waiting for what I had planned. When I got up to"
Anticipation,Fear,"I was alone with my thoughts. 
 My legs were shaking, but I had n't felt that in a while. There must be some reason why my body responded so strongly to the cold. As if it could remember what had happened the last few years. The memories dredged up by the recent events made me shudder. 
 It started when... 
 `` *Whoa! Hold"
Anticipation,Anticipation,"It was the middle of the night. I heard my name called and spun around, blinking back tears as I realized who it was that I had been chasing for months. She ran up to me in a rush and placed her arms around me. I let out a sigh that echoed throughout the abandoned warehouse. 
 `` Are you alright?'' she asked in worry. As we stood there reminiscing"
Anticipation,Joy,"`` I wish you a Merry Christmas, Mr. President.'' 
 
 There was no mistaking it at first glance -- this man held a golden key to the most secure corner of the earth. The handshake went on for some time before my mouth shut and a smile spread across my face; not only would we be getting our hands on that key but our two countries would also get closer together"
