Target,Detected,Story
Anger,Anger,"I play the haunting melody of a woman's angry wail, and my fist clenches down on her purse as she shrieks in agony. 
 
 She hit me back stupidly with a fist full of hate. It had nothing to do with her purse, stupid stupid stupid stupid fist! Thats how stupid stupid"
Anger,Neutral,"Gwen was brushing her teeth the other day, and suddenly a slam hit her in the face. She hit her head on the counter, almost falling over as she hit the concrete floor hard enough to knock her off balance for a moment. 
 
 `` What are you mad at me about?'' She asked herself as she"
Anger,Anger,"Friday. Night. The tube. It is hell, I hate it. I hate the way in which every day becomes another fight, fight with myself and fight to keep being angry at the people who hate me and hate what I've done. 
 
 And hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate"
Anger,Neutral,"Personal Demons The victim was wide awake, alert and ready for battle. He'd been hit once before by an angry mob of madmen - he knew it would happen again, now that the fight had intensified. 
 
 `` It's time!'' he yelled out into his phone, fist-fist in hand,"
Anger,Anger,"Captain Rick slammed on the brakes as he hit the brakes. This was stupid, stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid"
Anger,Anger,"I am not alone. I am not mad. I hate this country. Every breath I take is another fight, kill or capture for the enemy. Every kill, kill or capture earns me more rage and hate. My life has been a nightmare ever since my hit squad took down that poor girl in Mosul, Talib. The stupid"
Anger,Anger,"Five shots. Five shots rang out in the silence of this room. My heart was beating so hard, I could n't believe that it hit me. Bangs hit my forehead. 
 
'Fucking hell!'. I yell to no one in particular, rage boiling inside me. The madman sitting across from me"
Anger,Neutral,"This was the first time she'd hit me with a fist. I hit her back, harder than before; but hit, hit, hit - 
 hit hit hit hit hit hit hit hit hit hit hit hit hit hit hit hit hit hit hit hit hit hit hit hit hit hit hit hit hit hit hit hit hit hit hit"
Anger,Neutral,"As Matthew opened his eyes, the pain hit him like a train. His hand shot to reflexively hit the nearest object and immediately felt numb again. He was hit in the head, hard enough that he nearly fell over backwards, but managed to roll on his stomach, bumping into something soft that jostled him back upright."
Anger,Neutral,"I saw the car as it hit the tree line. The screech, the burnout of tires and smokey breath from its burnout engine was all I could hear before my mind went blank and I blacked out. 
 
 There was an angry slam slam slam slam of air resistance against a stupid red brick wall"
Anger,Neutral,"General Bolden made his way to the gate of Castle Volterra and climbed up a set of stairs into the castle. He took in large steps, almost reaching the top before he hitched himself onto a cart. 
 `` Open wide.'' He said to the angry peasants sitting at their posts around him. They raised their voices"
Anticipation,Neutral,"The brassy ring of the bell tinkled in my pocket, sending shivers down my spine. I was late to work again today. 
 `` Evening,'' said a cheerful automated voice, as it slid its hand gently over my shoulder and into my watch - it had been working non-stop for the past four hours!"
Anticipation,Anticipation,"The recruiter waited inside the small tent that served as a recruitment center. He was ready to begin his day, but he soon realized that it would wait no longer than an hour. As soon as word got out that the plan had leaked out, they all became suspicious of each other and soon there were calls for all sorts of counter"
Anticipation,Neutral,"Three men of different species sat on a rock overlooking the ocean. 
 
 The watchman at this watch tower noticed something strange about the trio sitting there. He looked at their watch and sighed, `` watch'em, I got watchin' you.'' 
 
 `` watch what?'' asked one of them"
Anticipation,Neutral,"As a rule, they are always the same. 
 
 First it's the plan of attack. I prepare my plan and watch it unfold in front of me. It always ends up like this. First they expect me to go down with some plan. They look forward to seeing how badly I plan on getting out alive."
Anticipation,Surprise,"Charon had spent almost exactly half his life in the sea, ever since he could remember. He'd been a fisherman for as long as anyone could remember, and was n't sure how it ended up this way. There were stories of him sailing down to the coast from time immemorial, but there had never really been any"
Anticipation,Joy,"Unforgiving Phineas, in all his booming wisdom, said: 
 `` If you wish to watch the future unfold, then prepare yourself for a watch that will last an eternity.'' 
 I look forward to this future day. This glorious future filled with hope and future-hope. But wait, wait wait wait wait wait wait wait"
Anticipation,Trust,"Jesus turned to his father with a look of hope that had been missing for years. He dreamt about his future, and every dream was different. Every dream told him something he did not know. The future, or rather the dream, told him that he would soon find out what life was like. He dreamt how beautiful"
Anticipation,Neutral,"He stood in front of the machine, and slowly tilted it forward. `` I wish to begin.'' 
 The words “ Prove yourself ready for duty ” were stitched into his palm with a small red marker as he grasped the controls. Slowly he brought forward his left arm. It was long, thin and covered"
Anticipation,Neutral,"The man crawled over the border, climbing a ladder. He took a look around and saw that everything was ready to go; he just had to wait for his plan to work. 
 
 When he got down into Mexico there were already raves about it ’ s future. It would soon be one of the wealthiest countries"
Anticipation,Neutral,"I play the haunting melody of dream, hope and despair. 
 
 The look in his eyes is unsettling as he stares forward to eternity. He never takes my hand, so I soon expect him to take mine. As soon as I look up, he grabs hold of my shoulders and presses forward into me, plunging"
Anticipation,Neutral,"Gwen was brushing her teeth the morning of Friday, June 17th. Her mother had left early that day to look for work while she went into labor with another child. 
 `` I hope your brush soon,'' she thought as she pulled up the lint free cloth between her fingers and wiped down her front teeth. She soon"
Anticipation,Neutral,"Friday. Night. The tube. It is just another part of the job, like a few other jobs we have. You wait for your train to arrive, prepare yourself and wait expectantly as the doors close around you and you are soon in darkness. That's how it works at work. I wait expectantly on my latest assignment, cleaning"
Anticipation,Anticipation,"Personal Demons The victim was wide awake, ready to fight. She remembered the plan, how it had worked. It started with me making a wish. That wish granted immortality, which gave her strength and speed that no one else could dream of. 
 
 I then wish for the ability to fly, which allowed me to"
Anticipation,Neutral,"Captain Rick slammed on the brakes as soon as he realized that his future self would be driving a car. He could n't wait to watch what he had dreamt of all these years ago and prepare himself for what lay ahead, ready for the day it actually happened. 
 `` On three... two... one...'' he"
Anticipation,Neutral,"I am not alone. I am surrounded by others, ready to help me. There are many of us ready to sacrifice themselves for her future, and soon she will join them. We wait for our savior. 
 
 Until then... wait no more. The world needs a hero now more than ever before. A man who"
Anticipation,Neutral,"Five shots. Five shots rang out from the sky like a siren, ringing through the air and crashing against the ground like a thunderclap. I look over my shoulder at him. 
 
 `` What do you mean there are no survivors?'' he asks as soon as we look up. His voice is shaky with"
Anticipation,Neutral,"This was the first time she had ever been on the station. It was the evening of a Monday, just like every other night since the Incident. She took her usual route to work as usual. As soon as the doors opened, she knew something was different about this place. The lights were brighter than normal, and it seemed"
Anticipation,Anticipation,"As Matthew opened his eyes, the first thing he noticed was the look of confusion on my face. I stared at him expectantly for a few seconds before realizing that what we were staring at each other for must have been months and years in future. In fact, it might even be decades, as I expect to soon look forward to"
Anticipation,Trust,"I saw the car as it came into my field of vision, its sleek lines and chrome glinting off the bright sun. It was so gorgeous that I almost forgot how to breathe in this hot July day. The radio hummed, playing some angsty song by Blink 182, but soon switched over to a new song entirely"
Anticipation,Neutral,"General Bolden made his way to the forward forward line, ready for battle. 
 `` forward!'' shouted the men in white. The plan was simple - push forward on a forward charge and hope that they all get killed in turn or by friendly fire. 
 It always worked, in theory. They would soon learn however"
